FIXEDDEPOSITID,INVESTMENTACCOUNTID,PRINCIPALAMOUNT,INTERESTRATE,MATURITYDATE,INTERESTPAYMENTFREQUENCY,MATURITYAMOUNT
3350,AVRW60136482723349,695948,5.69,YYYY-08-DD 23:08:SS,Quarterly,5492255
3351,MZMO25812174377273,511729,7.3,YYYY-26-DD 19:26:SS,Weekly,5125195
3352,BCXM48264625797117,23009,6.83,YYYY-42-DD 17:42:SS,Monthly,4746914
3353,HCHJ56713549639947,155292,8.86,YYYY-12-DD 13:12:SS,Quarterly,5391682
3354,OTDD89088189598767,691714,7.1,YYYY-29-DD 10:29:SS,Quarterly,9152567
3355,ZSLW22555920203829,213015,6.22,YYYY-02-DD 05:02:SS,Daily,9048101
3356,OXCR96695938856680,251703,5.38,YYYY-02-DD 11:02:SS,Monthly,6536643
3357,EHFV12816725073302,579778,5.64,YYYY-05-DD 05:05:SS,Weekly,2400647
3358,BLWE48375404351568,53312,7.95,YYYY-50-DD 02:50:SS,Daily,7271357
3359,UGTR09702990196448,773292,5.3,YYYY-06-DD 17:06:SS,Yearly,2829046
3360,HXGE40526232743929,944689,5.23,YYYY-21-DD 18:21:SS,Monthly,5866804
3361,JNWR93505299265151,860248,8.85,YYYY-07-DD 10:07:SS,Monthly,860254
3362,IIDT65997333507765,583486,8.18,YYYY-52-DD 06:52:SS,Weekly,9364256
3363,AFXH43494377715549,483924,6.77,YYYY-03-DD 21:03:SS,Weekly,6310724
3364,NFYH58672492061445,669774,8.68,YYYY-25-DD 23:25:SS,Yearly,1769951
3365,KYOC74053531152145,409210,8.11,YYYY-27-DD 20:27:SS,Half Yearly,6189648
3366,RPWI12840716784572,530237,7.3,YYYY-01-DD 10:01:SS,Yearly,530249
3367,CCZJ97631132086869,457374,7.65,YYYY-14-DD 02:14:SS,Yearly,457385
3368,XNDH81612288817601,562306,8.67,YYYY-42-DD 12:42:SS,Quarterly,1320235
3369,ZYGA49823956160821,425442,7.69,YYYY-30-DD 22:30:SS,Monthly,1579204
3370,ZEEL26937552788313,928914,5.24,YYYY-51-DD 08:51:SS,Quarterly,7144794
3371,YPOW54383096232028,759892,8.22,YYYY-09-DD 18:09:SS,Yearly,4009702
3372,NAIR17017909786045,799160,8.32,YYYY-43-DD 17:43:SS,Yearly,4362657
3373,YMBR60445498765576,333351,5.74,YYYY-04-DD 05:04:SS,Quarterly,527842
3374,XNZZ27212282234953,270515,7.45,YYYY-17-DD 17:17:SS,Yearly,7853306
3375,RHYC07550614298355,234322,8.69,YYYY-20-DD 13:20:SS,Weekly,6558503
3376,DPBY90155146203360,797533,7.27,YYYY-27-DD 10:27:SS,Monthly,2770422
3377,QXZJ34200264597812,359084,7.44,YYYY-41-DD 11:41:SS,Daily,1308134
3378,HZCB38076384082586,52536,5.12,YYYY-15-DD 18:15:SS,Daily,5934581
3379,TLUJ56570194854652,656792,5.55,YYYY-33-DD 08:33:SS,Half Yearly,656821
3380,MLTY15493283990709,387957,7.61,YYYY-40-DD 07:40:SS,Daily,6288985
3381,GINF58064308979198,392093,8.86,YYYY-07-DD 11:07:SS,Quarterly,8324467
3382,KXSI45294531804341,481779,7,YYYY-17-DD 14:17:SS,Weekly,9453855
3383,OYYW71907687224782,333452,8.1,YYYY-58-DD 14:58:SS,Yearly,1604699
3384,BCXM48264625797117,550031,8.6,YYYY-05-DD 03:05:SS,Yearly,9990290
3385,HCHJ56713549639947,638176,7.7,YYYY-26-DD 05:26:SS,Daily,2051601
3386,CWAD56719663678139,880106,5.4,YYYY-24-DD 04:24:SS,Monthly,7437540
3387,TAGE82155998646705,883515,6.64,YYYY-27-DD 11:27:SS,Daily,1527394
3388,GPGA72039097407095,414250,5.66,YYYY-56-DD 06:56:SS,Quarterly,516338
3389,FSVJ74335646714581,426101,8.55,YYYY-13-DD 15:13:SS,Daily,8714439
3390,SFXY79814475587314,871013,5.33,YYYY-43-DD 06:43:SS,Monthly,3595767
3391,YRJJ56968015521297,43070,6.76,YYYY-18-DD 10:18:SS,Yearly,6975230
3392,DBQD11928650148949,148828,6.82,YYYY-02-DD 00:02:SS,Quarterly,3905120
3393,ZNQI65275272663354,309097,7.87,YYYY-19-DD 08:19:SS,Yearly,9585367
3394,AABZ77599366845694,256487,7.78,YYYY-16-DD 17:16:SS,Daily,8758516
3395,TZUA97720526573156,334726,7.17,YYYY-42-DD 07:42:SS,Weekly,334756
3396,BZNZ34939372185473,315248,5.37,YYYY-24-DD 05:24:SS,Monthly,6969291
3397,BNXL51563385245432,567238,8.2,YYYY-47-DD 14:47:SS,Quarterly,1740905
3398,XSJZ35190167397602,123221,7.7,YYYY-40-DD 17:40:SS,Quarterly,1273265
3399,SEBH26551257523412,608215,7.96,YYYY-32-DD 19:32:SS,Quarterly,3649544
3400,FBYV32573064233839,499748,8.69,YYYY-51-DD 01:51:SS,Quarterly,9718358
3401,WUFS94207643058505,435482,8.78,YYYY-29-DD 21:29:SS,Half Yearly,1911965
3402,GIIY69566920044516,842131,7.25,YYYY-00-DD 13:00:SS,Quarterly,2801708
3403,ZOMB89572117751175,576433,7.98,YYYY-05-DD 17:05:SS,Daily,9005709
3404,PSSW37005471858061,787165,7.75,YYYY-52-DD 10:52:SS,Quarterly,8160488
3405,KLQX87693438020777,414618,6.69,YYYY-19-DD 02:19:SS,Half Yearly,8744821
3406,XDEW67102291650773,240429,7.57,YYYY-02-DD 03:02:SS,Yearly,908267
3407,AJMZ17557852851874,676481,6.11,YYYY-33-DD 07:33:SS,Half Yearly,6476924
3408,QNRZ48220629143856,980855,6.95,YYYY-28-DD 06:28:SS,Weekly,980862
3409,PAZH68682878047197,550742,5.67,YYYY-24-DD 14:24:SS,Weekly,8338277
3410,AKGE48405228842027,641423,8.82,YYYY-54-DD 13:54:SS,Yearly,8114287
3411,SQTS44216029688138,710907,6.66,YYYY-27-DD 10:27:SS,Yearly,6421821
3412,CMHX02454250021485,303785,5.8,YYYY-01-DD 05:01:SS,Monthly,4287817
3413,KLGS83362538276133,286278,6.17,YYYY-00-DD 07:00:SS,Quarterly,4124238
3414,EAZL79674942380488,659301,6.96,YYYY-01-DD 12:01:SS,Yearly,4475022
3415,MTYC31629451129931,191345,6.94,YYYY-08-DD 01:08:SS,Monthly,9442213
3416,SWOX34309038234572,979163,8.47,YYYY-10-DD 07:10:SS,Monthly,1980566
3417,GPTU59772231907697,110649,7.1,YYYY-55-DD 05:55:SS,Yearly,1140470
3418,JULM43866510402051,105760,8.8,YYYY-33-DD 11:33:SS,Yearly,7221029
3419,WJBU25802431934254,773599,5.41,YYYY-38-DD 00:38:SS,Yearly,2593678
3420,DLKQ82830990377899,553475,8.86,YYYY-52-DD 18:52:SS,Yearly,1590539
3421,QHKZ40554046667216,333176,6.77,YYYY-09-DD 13:09:SS,Quarterly,1447367
3422,QIFN38270514043080,490145,8.36,YYYY-22-DD 13:22:SS,Half Yearly,7494757
3423,YAWO26258768849536,500100,7.69,YYYY-54-DD 07:54:SS,Yearly,2713433
3424,IFTM34372063377270,462096,8.84,YYYY-59-DD 05:59:SS,Daily,7277690
3425,DULN54280344823085,195945,8.23,YYYY-23-DD 06:23:SS,Quarterly,834977
3426,XTQT59324233956422,558284,6.81,YYYY-13-DD 16:13:SS,Monthly,9128233
3427,VFEU31315018124626,121155,5.28,YYYY-43-DD 02:43:SS,Half Yearly,2355542
3428,MODG00570941216670,982728,8.61,YYYY-58-DD 07:58:SS,Yearly,5295688
3429,BJFU65823775409102,321384,5.86,YYYY-28-DD 09:28:SS,Half Yearly,9728269
3430,VFIP74840496301006,796123,7.82,YYYY-39-DD 08:39:SS,Weekly,2752478
3431,BMJK61380960783190,265623,7.9,YYYY-27-DD 15:27:SS,Yearly,979693
3432,OIWU47619906629480,785555,6.34,YYYY-32-DD 01:32:SS,Daily,3051581
3433,VFHI71038593508732,418446,5.9,YYYY-43-DD 06:43:SS,Monthly,6790830
3434,AALO95363141318555,908465,5.3,YYYY-22-DD 17:22:SS,Weekly,928910
3435,SAMM19866599548449,938814,7.5,YYYY-22-DD 11:22:SS,Half Yearly,938820
3436,ONKC50853281579076,684295,7.41,YYYY-38-DD 09:38:SS,Yearly,3885456
3437,XTFP26778511636466,665846,8.23,YYYY-58-DD 21:58:SS,Half Yearly,1193504
3438,ROGV78762227855974,369680,6.27,YYYY-27-DD 07:27:SS,Daily,6686679
3439,UGTR09702990196448,961293,5.74,YYYY-21-DD 01:21:SS,Half Yearly,8760400
3440,DRIP37211399872217,504403,5.64,YYYY-44-DD 01:44:SS,Half Yearly,4993209
3441,CYIF74703035980804,588618,8.33,YYYY-55-DD 10:55:SS,Half Yearly,6432189
3442,JDTR53830321264643,515816,6.13,YYYY-34-DD 17:34:SS,Monthly,2616459
3443,MRUC90297196180399,454876,5.89,YYYY-52-DD 04:52:SS,Weekly,5148422
3444,OERZ31449251969487,493454,8.3,YYYY-48-DD 21:48:SS,Monthly,4982520
3445,YPOW54383096232028,250270,8.33,YYYY-43-DD 02:43:SS,Daily,9384868
3446,GRHI86210122453331,752401,7.84,YYYY-38-DD 07:38:SS,Yearly,9285819
3447,EGJU01476728119635,964058,8.3,YYYY-11-DD 22:11:SS,Monthly,5733726
3448,NTPB67286748127981,521478,7.54,YYYY-32-DD 00:32:SS,Monthly,8822406
3449,UGSW17394710819902,719832,6.47,YYYY-02-DD 16:02:SS,Half Yearly,6059814
3450,IUHR68368962427409,836775,7.3,YYYY-46-DD 20:46:SS,Daily,5083415
3451,XBTQ87989353307717,508537,8.81,YYYY-28-DD 06:28:SS,Quarterly,5005522
3452,KONW43529334745550,511460,5.43,YYYY-25-DD 12:25:SS,Half Yearly,4916291
3453,ZGYC64117594920108,94198,6.78,YYYY-00-DD 14:00:SS,Half Yearly,238550
3454,GEME25288628342397,885164,6.99,YYYY-17-DD 06:17:SS,Yearly,6014452
3455,MDYF44407502929399,635113,8.25,YYYY-25-DD 23:25:SS,Weekly,8044870
3456,IUPQ04312511976719,746307,5.36,YYYY-41-DD 23:41:SS,Yearly,746322
3457,SLVA59549597914048,257959,8.7,YYYY-07-DD 20:07:SS,Half Yearly,7384325
3458,UCIU41485432317359,683116,7.5,YYYY-41-DD 15:41:SS,Weekly,3086574
3459,IUPQ04312511976719,939488,7.56,YYYY-16-DD 05:16:SS,Monthly,3852475
3460,QOKC03974330691294,791018,8.4,YYYY-00-DD 04:00:SS,Weekly,791061
3461,FFBD45030618414668,319652,6.35,YYYY-40-DD 23:40:SS,Weekly,2154295
3462,GIIY69566920044516,818300,5.63,YYYY-42-DD 22:42:SS,Yearly,5667665
3463,ZWYL54338960744525,830795,8.43,YYYY-36-DD 16:36:SS,Quarterly,3972438
3464,HLBO85298721611761,89445,6.6,YYYY-48-DD 15:48:SS,Weekly,8125764
3465,YOMK70186119482860,315758,8.76,YYYY-39-DD 01:39:SS,Quarterly,2167826
3466,AWYP94977779542709,573481,8.47,YYYY-20-DD 01:20:SS,Quarterly,2776923
3467,BUCL41274896813975,667064,8.14,YYYY-06-DD 22:06:SS,Quarterly,5949108
3468,EWCL90832985548814,182746,7.96,YYYY-34-DD 15:34:SS,Weekly,8745597
3469,RHUX48759369523085,638695,6.54,YYYY-00-DD 19:00:SS,Weekly,638701
3470,XXSK75852774097824,435545,6.36,YYYY-57-DD 20:57:SS,Daily,9205365
3471,AJPK62206497276133,50631,6.18,YYYY-18-DD 18:18:SS,Daily,7980112
3472,GJUA53369688940994,338565,8.1,YYYY-31-DD 00:31:SS,Yearly,3631227
3473,MFFD92621155221459,772196,5.92,YYYY-22-DD 08:22:SS,Quarterly,4756909
3474,WZLC78089561494769,566620,8.4,YYYY-28-DD 07:28:SS,Monthly,4955269
3475,AYSO56051968196849,201606,7.14,YYYY-45-DD 16:45:SS,Daily,540699
3476,CSBD28970375408960,879267,8.67,YYYY-54-DD 04:54:SS,Yearly,5802172
3477,OOWV87828496587609,202321,6.4,YYYY-23-DD 19:23:SS,Half Yearly,6839426
3478,WYOK52353174033220,288135,7.31,YYYY-08-DD 01:08:SS,Quarterly,817650
3479,JOXP26492190992415,861740,6.94,YYYY-34-DD 01:34:SS,Yearly,1431439
3480,LZBF13253843677578,819024,7.27,YYYY-33-DD 19:33:SS,Monthly,6548258
3481,PFKA04163575981402,99721,6.68,YYYY-20-DD 22:20:SS,Daily,3215718
3482,PWVK27777408387530,830343,6.47,YYYY-26-DD 22:26:SS,Half Yearly,5025348
3483,UNVZ77034996803913,321817,8.4,YYYY-16-DD 09:16:SS,Monthly,8086134
3484,EHKV55482057767357,403676,8.23,YYYY-02-DD 03:02:SS,Yearly,2156961
3485,OIZZ34046761039651,378962,7.14,YYYY-20-DD 00:20:SS,Weekly,3960169
3486,VRUY54294892649285,709997,7.74,YYYY-01-DD 14:01:SS,Half Yearly,4843189
3487,XPYW07283322570586,464330,6.41,YYYY-27-DD 14:27:SS,Yearly,4520374
3488,CKEI79268649911512,570390,7.76,YYYY-37-DD 03:37:SS,Quarterly,3835157
3489,URLZ03344674596281,553747,7.33,YYYY-02-DD 13:02:SS,Quarterly,656867
3490,GWIC51442925260879,572308,8.31,YYYY-38-DD 15:38:SS,Half Yearly,572338
3491,XPHX42020333454287,84746,5.28,YYYY-04-DD 21:04:SS,Weekly,8820443
3492,MBQW06538533261262,507321,8.79,YYYY-06-DD 10:06:SS,Weekly,8222910
3493,CCZJ97631132086869,249562,7.88,YYYY-21-DD 05:21:SS,Weekly,632862
3494,RHUX48759369523085,488912,6.62,YYYY-36-DD 03:36:SS,Yearly,9575969
3495,HPET97442577527350,465376,8.52,YYYY-24-DD 17:24:SS,Yearly,2814665
3496,JPXR38550764896743,771532,7.6,YYYY-46-DD 11:46:SS,Half Yearly,1910271
3497,FOYB91216102352760,350381,8.96,YYYY-12-DD 03:12:SS,Yearly,5128211
3498,FFBD45030618414668,523198,8.94,YYYY-53-DD 01:53:SS,Yearly,2313281
3499,WZLP33245940964475,740352,6.84,YYYY-05-DD 07:05:SS,Quarterly,2029465
3500,IQYT47944865456427,846201,6.56,YYYY-48-DD 15:48:SS,Yearly,1577746
3501,ZMXQ18100779472440,926005,6.5,YYYY-21-DD 06:21:SS,Half Yearly,3574976
3502,SBQR21571733019056,249616,5.36,YYYY-09-DD 11:09:SS,Half Yearly,1511009
3503,SPMZ11164426050969,67234,5.74,YYYY-19-DD 19:19:SS,Yearly,759918
3504,OPOM36300654863584,545232,5.31,YYYY-15-DD 14:15:SS,Weekly,6944300
3505,RMSW88668428679429,731987,8.72,YYYY-23-DD 07:23:SS,Monthly,3100786
3506,JCSS19672568560422,829618,6.89,YYYY-14-DD 10:14:SS,Monthly,875100
3507,EENY76459624621883,708272,7.89,YYYY-07-DD 08:07:SS,Yearly,9278522
3508,BNHK04755291194829,123836,7.39,YYYY-18-DD 02:18:SS,Weekly,3809769
3509,ZUJR50633456969011,255832,8.44,YYYY-47-DD 15:47:SS,Monthly,2913088
3510,JIQB97290080129130,924328,7.71,YYYY-20-DD 14:20:SS,Half Yearly,2892564
3511,NBHQ49374456358462,339528,8.4,YYYY-47-DD 23:47:SS,Half Yearly,8268379
3512,QXZJ34200264597812,261763,6.71,YYYY-41-DD 09:41:SS,Monthly,4439093
3513,IFTM34372063377270,235274,7.1,YYYY-57-DD 10:57:SS,Weekly,7213323
3514,YIGO87202692086108,359125,7.17,YYYY-02-DD 08:02:SS,Quarterly,6175831
3515,SVWA02847718528658,745539,8.39,YYYY-01-DD 22:01:SS,Monthly,4638140
3516,XPYW07283322570586,474842,8.4,YYYY-12-DD 16:12:SS,Weekly,474892
3517,QYZE03561565961844,836321,7.41,YYYY-25-DD 13:25:SS,Half Yearly,8118806
3518,FXBL74598134090603,669180,7.25,YYYY-43-DD 05:43:SS,Daily,5304320
3519,AFXH43494377715549,941655,5.69,YYYY-08-DD 06:08:SS,Quarterly,7587098
3520,AATL56921559480456,953263,5.31,YYYY-23-DD 16:23:SS,Yearly,2721172
3521,JGYP50789441821748,42991,5.7,YYYY-34-DD 11:34:SS,Monthly,7639621
3522,AQZD43682287299422,925312,8.22,YYYY-46-DD 13:46:SS,Daily,1361659
3523,ABUT40633409519813,779491,6.5,YYYY-38-DD 10:38:SS,Half Yearly,3293466
3524,RSAY12472920568542,337503,7,YYYY-08-DD 13:08:SS,Weekly,4964975
3525,DPGT11865555232744,496293,6.4,YYYY-24-DD 11:24:SS,Weekly,3063894
3526,TWHF66260111350834,477714,7.87,YYYY-04-DD 03:04:SS,Daily,5891564
3527,CDTE55251979808232,70206,6.43,YYYY-43-DD 10:43:SS,Monthly,9270281
3528,QOKC03974330691294,913096,6.56,YYYY-43-DD 12:43:SS,Quarterly,3083805
3529,OBIM76099867237834,55477,8.96,YYYY-37-DD 16:37:SS,Half Yearly,6482089
3530,WRFL44308262793871,616050,7.32,YYYY-24-DD 01:24:SS,Yearly,3050325
3531,TATP20318107697868,298491,8.94,YYYY-35-DD 05:35:SS,Yearly,6558056
3532,SPWT96198308790927,866352,8.74,YYYY-13-DD 14:13:SS,Quarterly,6778134
3533,MCTX55027176390468,931878,8.37,YYYY-25-DD 07:25:SS,Yearly,9750677
3534,IZBW15227189547217,630522,5.54,YYYY-56-DD 21:56:SS,Monthly,7884558
3535,NQST46132315477746,343236,5.56,YYYY-57-DD 10:57:SS,Half Yearly,4937960
3536,UNVZ77034996803913,529028,6.56,YYYY-11-DD 03:11:SS,Monthly,2808852
3537,EUTM07630640114632,691051,5.61,YYYY-17-DD 23:17:SS,Daily,4773175
3538,QXWB44975321448496,41282,6.13,YYYY-01-DD 12:01:SS,Quarterly,7644445
3539,PLDF69248222504292,703217,7.51,YYYY-40-DD 07:40:SS,Daily,703241
3540,YUPS51211371706671,323447,6.73,YYYY-36-DD 05:36:SS,Yearly,2192319
3541,ZDQM02212337144238,214912,8.71,YYYY-17-DD 01:17:SS,Quarterly,6077635
3542,AVDB57926310423724,819353,7.16,YYYY-41-DD 04:41:SS,Monthly,3580594
3543,EQAR05316805651925,342405,7.59,YYYY-29-DD 06:29:SS,Half Yearly,6480280
3544,YGNV75392360029901,155551,6.16,YYYY-42-DD 10:42:SS,Half Yearly,4518805
3545,HRNL26374359260376,419993,8.69,YYYY-07-DD 02:07:SS,Quarterly,3757427
3546,WZLC78089561494769,45647,7.38,YYYY-22-DD 10:22:SS,Daily,6917174
3547,SRAD00677052117439,822923,8.26,YYYY-26-DD 11:26:SS,Half Yearly,822924
3548,JULM43866510402051,801842,5.99,YYYY-40-DD 19:40:SS,Daily,3912765
3549,KNQT68469678183502,17867,8.17,YYYY-58-DD 16:58:SS,Half Yearly,4435073
3550,UXNL33573313722973,319655,5.6,YYYY-28-DD 22:28:SS,Half Yearly,1263349
3551,GCQQ51064823924415,140232,5.47,YYYY-30-DD 12:30:SS,Monthly,5837489
3552,RRYZ07233985519416,202489,5.48,YYYY-51-DD 22:51:SS,Weekly,2058399
3553,OUUG67052437291522,346400,8.42,YYYY-33-DD 09:33:SS,Half Yearly,8190062
3554,OAZV16490076393420,442467,7.62,YYYY-14-DD 07:14:SS,Half Yearly,7881933
3555,BBGG78013420074621,677802,7.65,YYYY-20-DD 11:20:SS,Half Yearly,677849
3556,FCHX41130901155432,279052,7.78,YYYY-09-DD 13:09:SS,Monthly,5836201
3557,WVNK66739411658332,652543,7.36,YYYY-41-DD 06:41:SS,Half Yearly,9946970
3558,ZGCZ50237192579646,260211,7.13,YYYY-13-DD 04:13:SS,Half Yearly,2553807
3559,DPGT11865555232744,325459,7.38,YYYY-35-DD 08:35:SS,Daily,7952846
3560,YUSS05742106202444,768246,6.7,YYYY-02-DD 16:02:SS,Yearly,3065672
3561,WRMD15738854444370,66199,7.81,YYYY-30-DD 16:30:SS,Weekly,2392309
3562,YDGZ50918743723313,313481,6.28,YYYY-50-DD 05:50:SS,Yearly,4577187
3563,IDPW37346664535905,795871,8.38,YYYY-55-DD 09:55:SS,Daily,8392668
3564,KHTJ65941286707239,788866,6.8,YYYY-47-DD 00:47:SS,Quarterly,4493921
3565,MFMF99426429268645,563917,7.21,YYYY-22-DD 10:22:SS,Half Yearly,3793218
3566,QBNA53414616087368,842091,8.52,YYYY-15-DD 13:15:SS,Half Yearly,4854793
3567,KILY66091106539651,619149,6.1,YYYY-11-DD 07:11:SS,Half Yearly,6008711
3568,ZSLW22555920203829,149931,8.28,YYYY-30-DD 14:30:SS,Daily,6165088
3569,ROLG68810352018385,426192,5.8,YYYY-38-DD 18:38:SS,Yearly,9591489
3570,KNQT68469678183502,971159,8.93,YYYY-11-DD 15:11:SS,Monthly,3417896
3571,ZWSG72281631753369,596580,5.19,YYYY-29-DD 14:29:SS,Monthly,3692253
3572,UMYO03418032606292,551217,6.4,YYYY-39-DD 18:39:SS,Monthly,1227972
3573,ZDQM02212337144238,896882,5.4,YYYY-22-DD 14:22:SS,Weekly,6069403
3574,IZNT51183978727365,654042,8.3,YYYY-24-DD 03:24:SS,Quarterly,6036060
3575,JTZN94116705920407,154098,5.1,YYYY-59-DD 04:59:SS,Weekly,3855257
3576,QNDH92107478432837,748330,5.52,YYYY-48-DD 04:48:SS,Quarterly,9555666
3577,IOMG51124133152453,150406,7.7,YYYY-53-DD 19:53:SS,Daily,1697386
3578,WJBU25802431934254,114138,5.5,YYYY-54-DD 07:54:SS,Monthly,5044938
3579,ZBLM62227791940761,395071,5.61,YYYY-28-DD 13:28:SS,Daily,402887
3580,XIFL99847542816019,983502,8.66,YYYY-05-DD 17:05:SS,Quarterly,2548461
3581,YYGT63517258925993,486116,5.63,YYYY-54-DD 15:54:SS,Yearly,3370891
3582,DDMF03377819497244,965153,7.21,YYYY-08-DD 09:08:SS,Yearly,6897939
3583,JWWR31996919712571,418347,6.22,YYYY-45-DD 10:45:SS,Monthly,4884865
3584,RKPA21896138693405,499838,7.47,YYYY-06-DD 03:06:SS,Half Yearly,7993347
3585,IJNA47226863699676,647351,5.25,YYYY-27-DD 22:27:SS,Daily,2140889
3586,GSIG22093833206561,634194,8.11,YYYY-14-DD 23:14:SS,Yearly,5569033
3587,QXOV95725876799249,708180,6.11,YYYY-39-DD 18:39:SS,Quarterly,1917467
3588,AWYP94977779542709,740840,7.68,YYYY-51-DD 20:51:SS,Half Yearly,3836266
3589,RWSI00023304687182,722786,6.55,YYYY-38-DD 04:38:SS,Monthly,1736444
3590,SPVN28376882914829,22632,5.93,YYYY-45-DD 09:45:SS,Half Yearly,2236211
3591,MTRC58396700999484,787713,7.95,YYYY-06-DD 04:06:SS,Yearly,787720
3592,EKEG89201882617041,225803,7.2,YYYY-29-DD 19:29:SS,Half Yearly,3581172
3593,XTOI79595363082081,678465,5.6,YYYY-33-DD 11:33:SS,Yearly,2092426
3594,GNQV62324870084552,207706,8.58,YYYY-29-DD 05:29:SS,Half Yearly,1465986
3595,OWPB30889090512711,728308,5.2,YYYY-06-DD 22:06:SS,Monthly,9524851
3596,HFLM67782079266642,910687,7.84,YYYY-28-DD 18:28:SS,Quarterly,2029952
3597,TCRQ94972897417084,55829,7.77,YYYY-18-DD 08:18:SS,Half Yearly,2373123
3598,CWAD56719663678139,80602,6.53,YYYY-00-DD 01:00:SS,Half Yearly,1492877
3599,CTNK61108695514725,144086,8.25,YYYY-18-DD 19:18:SS,Quarterly,5323567
3600,NFYH58672492061445,621722,8.93,YYYY-49-DD 18:49:SS,Daily,7113771
3601,NMMI30589317183562,919708,8.58,YYYY-01-DD 09:01:SS,Half Yearly,8601226
3602,XDHC68705764855910,388545,7.96,YYYY-47-DD 07:47:SS,Daily,8352619
3603,TRDE25865740146684,703016,6.67,YYYY-09-DD 11:09:SS,Quarterly,2286531
3604,JBXF81897268538128,663283,7.7,YYYY-45-DD 19:45:SS,Quarterly,5002367
3605,IBCT66648702435420,791124,8.93,YYYY-12-DD 15:12:SS,Weekly,8885261
3606,EJSI44676441584094,473108,6.85,YYYY-25-DD 00:25:SS,Yearly,473154
3607,OPQO81769972422697,644571,7.86,YYYY-52-DD 08:52:SS,Weekly,644613
3608,QQGA69240243560619,490349,8.74,YYYY-55-DD 21:55:SS,Weekly,6283790
3609,OOKV42694479160016,606338,7.58,YYYY-22-DD 02:22:SS,Quarterly,7751034
3610,SLGB26459540128420,210915,8.41,YYYY-13-DD 14:13:SS,Daily,484723
3611,HOCL41129616375956,809504,6.59,YYYY-55-DD 10:55:SS,Weekly,1081112
3612,OTEL11697395751592,727037,7.26,YYYY-06-DD 12:06:SS,Monthly,949617
3613,HKGL18775931137232,93330,5.12,YYYY-01-DD 10:01:SS,Yearly,8328056
3614,UHCC57959604092785,612845,6.19,YYYY-48-DD 23:48:SS,Half Yearly,3899496
3615,YYZS36589028400530,678955,7.68,YYYY-45-DD 17:45:SS,Daily,2652526
3616,DQIK40089785503378,110161,8.98,YYYY-59-DD 07:59:SS,Weekly,4802438
3617,RWTY52231645047557,229977,7.28,YYYY-36-DD 14:36:SS,Yearly,8446799
3618,YMBR60445498765576,808262,6,YYYY-17-DD 20:17:SS,Weekly,6629267
3619,KOPA08333732891715,627753,5.93,YYYY-41-DD 21:41:SS,Weekly,1761417
3620,TYWY74254166093710,880228,6.29,YYYY-19-DD 16:19:SS,Daily,5459443
3621,YSQJ07818581664176,300645,8.34,YYYY-05-DD 22:05:SS,Quarterly,6722968
3622,MDKX37460780466990,190716,7.75,YYYY-08-DD 21:08:SS,Weekly,9707596
3623,NMDB63337552693053,597470,7.89,YYYY-58-DD 22:58:SS,Weekly,1776959
3624,POLZ68787341032522,880104,8.58,YYYY-48-DD 19:48:SS,Weekly,2172328
3625,NESY90575113475798,252594,8,YYYY-16-DD 21:16:SS,Daily,7209878
3626,FIQV30234102139213,579996,7.3,YYYY-54-DD 03:54:SS,Yearly,3902677
3627,KXEN94478226049183,116650,6.43,YYYY-42-DD 19:42:SS,Yearly,5194246
3628,GGEL84075348573494,814579,7.3,YYYY-47-DD 13:47:SS,Daily,5682151
3629,MAYE67070558476443,546764,7.1,YYYY-18-DD 21:18:SS,Weekly,1110076
3630,NXOS13786231075756,324128,6.51,YYYY-10-DD 15:10:SS,Yearly,4314387
3631,AOFT64243539679652,873458,6.59,YYYY-47-DD 00:47:SS,Monthly,8175565
3632,INNY88502705241817,199784,8.33,YYYY-59-DD 05:59:SS,Half Yearly,199824
3633,HGBN11260318826028,737558,7.33,YYYY-31-DD 22:31:SS,Half Yearly,1368102
3634,MTXJ18666380024418,421109,6.97,YYYY-53-DD 12:53:SS,Monthly,2618645
3635,CGGV30000350654125,638896,5.18,YYYY-01-DD 08:01:SS,Weekly,3203835
3636,IBKQ91092386539704,861119,8.5,YYYY-57-DD 16:57:SS,Half Yearly,7123076
3637,TRUC44606792199526,742458,8.92,YYYY-44-DD 05:44:SS,Quarterly,4203347
3638,GVNU03031723682442,740793,8.42,YYYY-02-DD 15:02:SS,Monthly,740829
3639,FHJU85732210462876,190678,6.85,YYYY-55-DD 11:55:SS,Monthly,4939799
3640,LHSB01264070204974,932343,5.16,YYYY-58-DD 15:58:SS,Monthly,3364972
3641,JUPO88601819066403,993664,8.79,YYYY-00-DD 05:00:SS,Yearly,5707303
3642,CVYI82191634856195,769937,6.93,YYYY-41-DD 19:41:SS,Yearly,5108695
3643,XJPR14772266552712,554703,5.8,YYYY-45-DD 00:45:SS,Weekly,6452313
3644,PSZH42472934107874,664607,5.57,YYYY-38-DD 08:38:SS,Daily,664638
3645,NTZA28619387618412,916418,7.3,YYYY-14-DD 17:14:SS,Daily,3746627
3646,LRPN80296242371073,996473,8.5,YYYY-35-DD 14:35:SS,Quarterly,996520
3647,ELEH40216746998245,883162,6.62,YYYY-06-DD 08:06:SS,Daily,2464555
3648,EDDX13818986712155,410394,8.43,YYYY-32-DD 12:32:SS,Monthly,2057408
3649,EKEG89201882617041,668156,7.49,YYYY-50-DD 21:50:SS,Yearly,7090940
