ACCOUNTID,CUSTOMERID,ACCOUNTTYPE,ACCOUNTBALANCE,ACCOUNTSTATUS,INTERESTRATE,OPENINGDATE,LASTTRANSACTIONDATE
JCKN79853305422574,1157,Certificate of deposit (CD),1945380,Closed,7.11,YYYY-16-DD 03:16:SS,YYYY-49-DD 04:49:SS
CVMS22082384017613,2107,Individual retirement arrangement (IRA),907950,Active,6.36,YYYY-35-DD 08:35:SS,YYYY-55-DD 16:55:SS
AWRG14143906849499,2003,Checking account,3042897,Frozen,5.94,YYYY-14-DD 04:14:SS,YYYY-14-DD 20:14:SS
DPLZ52819115133801,1909,Savings account,4358514,Frozen,5.77,YYYY-59-DD 13:59:SS,YYYY-19-DD 16:19:SS
GXSI73288971521310,1389,Checking account,2555142,Frozen,8.67,YYYY-14-DD 10:14:SS,YYYY-44-DD 03:44:SS
RQNS63565279129889,2462,Money market account,1400917,Frozen,7.86,YYYY-07-DD 16:07:SS,YYYY-08-DD 06:08:SS
IHIW33502395344916,1469,Checking account,2375652,Frozen,7.2,YYYY-14-DD 21:14:SS,YYYY-25-DD 11:25:SS
IBPW23361303682353,1125,Certificate of deposit (CD),4968526,Frozen,5.44,YYYY-45-DD 06:45:SS,YYYY-59-DD 10:59:SS
ORTC65103258942949,2168,Individual retirement arrangement (IRA),3679512,Frozen,6.68,YYYY-51-DD 03:51:SS,YYYY-18-DD 23:18:SS
UCYZ49758778452960,2456,Brokerage account,2372907,Active,5.46,YYYY-27-DD 11:27:SS,YYYY-51-DD 15:51:SS
PUEJ91116218929354,2068,Certificate of deposit (CD),3627610,Closed,7.18,YYYY-42-DD 18:42:SS,YYYY-02-DD 20:02:SS
OUZS03732922020372,1571,Individual retirement arrangement (IRA),1969338,Closed,6.77,YYYY-03-DD 13:03:SS,YYYY-56-DD 21:56:SS
ZHLY39780190299929,1515,Savings account,3851492,Closed,5.18,YYYY-01-DD 01:01:SS,YYYY-41-DD 13:41:SS
QLMD78609009596537,1666,Savings account,4770919,Frozen,9.44,YYYY-12-DD 10:12:SS,YYYY-12-DD 10:12:SS
XAML40883461817056,1428,Money market account,2595471,Frozen,9.48,YYYY-24-DD 23:24:SS,YYYY-36-DD 09:36:SS
QZTN76261132164122,2131,Individual retirement arrangement (IRA),3486515,Active,6.3,YYYY-58-DD 10:58:SS,YYYY-27-DD 06:27:SS
RPBS89252642941761,1070,Individual retirement arrangement (IRA),4079177,Active,9.47,YYYY-18-DD 22:18:SS,YYYY-26-DD 22:26:SS
XHBJ72422517207155,1926,Brokerage account,3983272,Closed,9.83,YYYY-05-DD 00:05:SS,YYYY-05-DD 17:05:SS
VUKL03655649782319,1907,Individual retirement arrangement (IRA),4171984,Closed,8.96,YYYY-23-DD 10:23:SS,YYYY-11-DD 11:11:SS
ELSW64171060314782,1444,Certificate of deposit (CD),334511,Closed,7.4,YYYY-50-DD 06:50:SS,YYYY-36-DD 23:36:SS
CVAL74150356212066,1225,Savings account,3412173,Frozen,6.3,YYYY-37-DD 01:37:SS,YYYY-58-DD 01:58:SS
RYPC72520559199225,2341,Money market account,3740883,Closed,6.27,YYYY-09-DD 11:09:SS,YYYY-42-DD 00:42:SS
OZYG94363344583597,1473,Brokerage account,4666517,Frozen,6.59,YYYY-09-DD 11:09:SS,YYYY-20-DD 12:20:SS
UMYU69157849679034,2263,Certificate of deposit (CD),1561774,Frozen,6.97,YYYY-29-DD 11:29:SS,YYYY-46-DD 10:46:SS
CATF67042451979420,2101,Savings account,1989929,Closed,6.21,YYYY-25-DD 06:25:SS,YYYY-31-DD 00:31:SS
EAWX74818618918243,1914,Brokerage account,3448001,Active,9.62,YYYY-36-DD 21:36:SS,YYYY-20-DD 14:20:SS
IYWR04034852724724,1476,Individual retirement arrangement (IRA),4962610,Active,7.8,YYYY-07-DD 07:07:SS,YYYY-26-DD 06:26:SS
QYQQ18376525108121,1266,Checking account,1298802,Active,8.74,YYYY-53-DD 07:53:SS,YYYY-08-DD 10:08:SS
ALJO08805431996446,2358,Money market account,4330280,Closed,7.31,YYYY-21-DD 15:21:SS,YYYY-26-DD 22:26:SS
RETQ90816848895079,1298,Checking account,3722466,Closed,5.36,YYYY-49-DD 13:49:SS,YYYY-49-DD 00:49:SS
SYRP87636942963832,1020,Money market account,3552643,Active,6.5,YYYY-38-DD 21:38:SS,YYYY-44-DD 16:44:SS
TIVH47763575240852,2353,Individual retirement arrangement (IRA),2122850,Closed,9.15,YYYY-55-DD 11:55:SS,YYYY-30-DD 13:30:SS
QUIG74513777881961,1849,Savings account,2161726,Frozen,6.76,YYYY-56-DD 20:56:SS,YYYY-53-DD 02:53:SS
TBVZ33028454601824,1315,Checking account,2079808,Closed,9.86,YYYY-43-DD 20:43:SS,YYYY-37-DD 17:37:SS
CXSC47942659639323,2410,Certificate of deposit (CD),4792840,Active,8.7,YYYY-37-DD 20:37:SS,YYYY-11-DD 03:11:SS
KYZZ94467142409226,1657,Checking account,2509146,Closed,5.49,YYYY-59-DD 07:59:SS,YYYY-35-DD 12:35:SS
WGDX46473222713107,2147,Individual retirement arrangement (IRA),2898774,Frozen,6.43,YYYY-19-DD 08:19:SS,YYYY-42-DD 04:42:SS
GPLU62809237097272,2335,Brokerage account,2622353,Closed,6.95,YYYY-06-DD 04:06:SS,YYYY-27-DD 19:27:SS
LAJW44452155848012,1869,Savings account,4378180,Closed,6.23,YYYY-17-DD 18:17:SS,YYYY-55-DD 16:55:SS
QGVS13027911502824,1826,Certificate of deposit (CD),1537647,Active,7.78,YYYY-38-DD 14:38:SS,YYYY-31-DD 10:31:SS
GRWK83498737005789,2488,Money market account,4959896,Frozen,7.69,YYYY-13-DD 09:13:SS,YYYY-16-DD 03:16:SS
PHMR08656956831808,1508,Individual retirement arrangement (IRA),543759,Frozen,8.8,YYYY-26-DD 09:26:SS,YYYY-42-DD 20:42:SS
TQEK39107555099928,1366,Savings account,2203325,Active,6.53,YYYY-55-DD 14:55:SS,YYYY-12-DD 06:12:SS
NIIU14262683018930,1735,Certificate of deposit (CD),888675,Active,8.9,YYYY-01-DD 22:01:SS,YYYY-27-DD 01:27:SS
IRHG43458155864688,1383,Brokerage account,967746,Closed,9.73,YYYY-32-DD 16:32:SS,YYYY-32-DD 16:32:SS
OAXL78585583530754,1935,Individual retirement arrangement (IRA),2670636,Active,6.78,YYYY-27-DD 21:27:SS,YYYY-08-DD 23:08:SS
UKMB82900400688641,1713,Certificate of deposit (CD),4483487,Frozen,5.53,YYYY-58-DD 11:58:SS,YYYY-01-DD 03:01:SS
JNVW24178734224472,1641,Individual retirement arrangement (IRA),4269977,Closed,8.44,YYYY-44-DD 14:44:SS,YYYY-43-DD 08:43:SS
ITRJ53131750569760,2096,Money market account,3727996,Frozen,6.92,YYYY-56-DD 19:56:SS,YYYY-26-DD 13:26:SS
JGML57076199243594,1816,Individual retirement arrangement (IRA),4080437,Closed,7.3,YYYY-10-DD 00:10:SS,YYYY-30-DD 05:30:SS
KDJH20319508870218,1600,Money market account,457822,Active,6.71,YYYY-38-DD 20:38:SS,YYYY-31-DD 01:31:SS
WUPW98830499303834,2395,Money market account,4429412,Frozen,8.52,YYYY-49-DD 07:49:SS,YYYY-54-DD 00:54:SS
ODPZ70047404108619,1714,Savings account,961264,Closed,8.4,YYYY-59-DD 09:59:SS,YYYY-34-DD 02:34:SS
SXEW79045382464377,1780,Checking account,591279,Active,5.54,YYYY-46-DD 22:46:SS,YYYY-56-DD 06:56:SS
EOGF33472079995466,1677,Brokerage account,902390,Closed,6.84,YYYY-25-DD 16:25:SS,YYYY-29-DD 02:29:SS
MVIO01242239757598,1934,Money market account,227473,Frozen,9.67,YYYY-18-DD 00:18:SS,YYYY-45-DD 22:45:SS
ZJRQ12386116834633,1666,Brokerage account,762258,Active,9.6,YYYY-29-DD 08:29:SS,YYYY-42-DD 04:42:SS
DBRE74343146634446,1060,Certificate of deposit (CD),4901388,Active,6.35,YYYY-01-DD 15:01:SS,YYYY-30-DD 21:30:SS
MVMR27993618505549,1527,Money market account,452103,Frozen,5.71,YYYY-13-DD 19:13:SS,YYYY-36-DD 01:36:SS
JAIP07884289632155,1069,Brokerage account,4646077,Active,9.4,YYYY-53-DD 10:53:SS,YYYY-50-DD 07:50:SS
TVXU42122935286308,1619,Certificate of deposit (CD),604891,Closed,8.38,YYYY-54-DD 08:54:SS,YYYY-35-DD 04:35:SS
UIGY46065369696882,1576,Money market account,2099228,Closed,7.58,YYYY-26-DD 18:26:SS,YYYY-35-DD 01:35:SS
UJXC48964425345692,2254,Individual retirement arrangement (IRA),4053255,Frozen,5.6,YYYY-03-DD 13:03:SS,YYYY-41-DD 15:41:SS
ROYY06623681495588,2262,Checking account,3405848,Frozen,8.9,YYYY-25-DD 00:25:SS,YYYY-26-DD 08:26:SS
PZYS52470594064937,1949,Checking account,1110051,Frozen,7.14,YYYY-45-DD 10:45:SS,YYYY-58-DD 02:58:SS
LJSB72144251767496,1676,Money market account,4050418,Active,5.44,YYYY-51-DD 10:51:SS,YYYY-03-DD 10:03:SS
IZKT39802646784679,1334,Savings account,3668724,Active,6.9,YYYY-43-DD 15:43:SS,YYYY-16-DD 08:16:SS
LDDU91999694136572,1397,Certificate of deposit (CD),1855395,Active,8.6,YYYY-09-DD 07:09:SS,YYYY-36-DD 17:36:SS
WVQZ54644548742508,2398,Certificate of deposit (CD),2278445,Closed,8.7,YYYY-41-DD 15:41:SS,YYYY-08-DD 10:08:SS
BJEE71498331169958,2129,Brokerage account,568117,Frozen,8.82,YYYY-03-DD 05:03:SS,YYYY-24-DD 08:24:SS
TOHD39945027316680,1727,Brokerage account,4346657,Closed,5.75,YYYY-01-DD 22:01:SS,YYYY-33-DD 11:33:SS
ZAQI76463088949828,2093,Checking account,4383784,Closed,8.9,YYYY-57-DD 00:57:SS,YYYY-14-DD 18:14:SS
CNZH52099031384236,1929,Certificate of deposit (CD),888435,Closed,6.4,YYYY-40-DD 23:40:SS,YYYY-41-DD 12:41:SS
QLEA86229534232377,1626,Checking account,2816167,Closed,6.34,YYYY-11-DD 01:11:SS,YYYY-20-DD 20:20:SS
CCQK06759592754624,2287,Brokerage account,455301,Closed,5.77,YYYY-06-DD 14:06:SS,YYYY-13-DD 21:13:SS
GJFW30030827074198,2436,Certificate of deposit (CD),4379815,Active,5.21,YYYY-52-DD 08:52:SS,YYYY-23-DD 12:23:SS
ZFDD23274108299630,2224,Individual retirement arrangement (IRA),2623597,Closed,6.6,YYYY-56-DD 19:56:SS,YYYY-04-DD 19:04:SS
JOWE76730502763055,1347,Individual retirement arrangement (IRA),4199682,Frozen,6.14,YYYY-37-DD 07:37:SS,YYYY-13-DD 03:13:SS
DSTT03110718455017,2036,Brokerage account,4343386,Frozen,5.44,YYYY-00-DD 15:00:SS,YYYY-40-DD 02:40:SS
KBXO46291982935066,1088,Checking account,1098996,Frozen,6.21,YYYY-25-DD 21:25:SS,YYYY-41-DD 20:41:SS
JNUU72825529427468,1857,Savings account,3424739,Active,5.31,YYYY-25-DD 09:25:SS,YYYY-24-DD 12:24:SS
GGQB71286287908424,2290,Savings account,156284,Frozen,6.79,YYYY-17-DD 07:17:SS,YYYY-38-DD 15:38:SS
ADFC84303402812137,1965,Money market account,3149659,Active,5.9,YYYY-45-DD 15:45:SS,YYYY-38-DD 18:38:SS
PACA43466651654649,1634,Individual retirement arrangement (IRA),2230740,Closed,9.34,YYYY-12-DD 15:12:SS,YYYY-13-DD 21:13:SS
FIMW43009494155136,1127,Money market account,3178779,Closed,8.24,YYYY-02-DD 12:02:SS,YYYY-52-DD 00:52:SS
UTOY39835139380622,1182,Money market account,244330,Active,6.51,YYYY-40-DD 11:40:SS,YYYY-01-DD 16:01:SS
GEUY45566691315483,1483,Savings account,268732,Closed,7.71,YYYY-42-DD 02:42:SS,YYYY-34-DD 17:34:SS
OCPL16682564324630,1147,Money market account,1378054,Closed,9.4,YYYY-54-DD 01:54:SS,YYYY-40-DD 12:40:SS
OQVF52117741649744,1524,Money market account,2003452,Frozen,5.37,YYYY-56-DD 18:56:SS,YYYY-17-DD 15:17:SS
EVQS45795444370322,1212,Money market account,2897399,Frozen,5.76,YYYY-42-DD 19:42:SS,YYYY-36-DD 07:36:SS
WTAB22706673312743,2214,Money market account,4098445,Active,8.41,YYYY-20-DD 01:20:SS,YYYY-20-DD 01:20:SS
HTEP13704472589333,1125,Money market account,2890073,Closed,6.17,YYYY-00-DD 17:00:SS,YYYY-44-DD 11:44:SS
JRST87775249640055,1153,Individual retirement arrangement (IRA),2141376,Frozen,9.25,YYYY-01-DD 03:01:SS,YYYY-46-DD 23:46:SS
KDLQ22119818398739,1597,Checking account,2799013,Closed,9.35,YYYY-32-DD 19:32:SS,YYYY-48-DD 18:48:SS
KNQB20776386090787,1822,Checking account,2585707,Closed,6.22,YYYY-58-DD 21:58:SS,YYYY-10-DD 11:10:SS
TRTK06641483994537,1125,Money market account,3331568,Closed,8.48,YYYY-39-DD 11:39:SS,YYYY-48-DD 15:48:SS
JNUC39305191720573,1498,Individual retirement arrangement (IRA),2240277,Closed,5.63,YYYY-33-DD 00:33:SS,YYYY-29-DD 20:29:SS
ALKK31684748328570,1616,Individual retirement arrangement (IRA),4960779,Frozen,6.78,YYYY-08-DD 02:08:SS,YYYY-36-DD 02:36:SS
ZDCZ95937888604619,1275,Checking account,2560914,Active,9.1,YYYY-55-DD 16:55:SS,YYYY-08-DD 00:08:SS
IUHY28888986300504,1243,Savings account,816293,Active,7.27,YYYY-26-DD 11:26:SS,YYYY-17-DD 07:17:SS
WWVY25594288171831,2232,Brokerage account,1048542,Frozen,9.64,YYYY-58-DD 21:58:SS,YYYY-47-DD 17:47:SS
WPYN22724891465207,2057,Individual retirement arrangement (IRA),2258888,Closed,6.66,YYYY-58-DD 02:58:SS,YYYY-28-DD 23:28:SS
UTJS43633764267598,1799,Checking account,4574139,Active,5.42,YYYY-24-DD 11:24:SS,YYYY-35-DD 23:35:SS
ZRSO32092076012036,2055,Certificate of deposit (CD),4702898,Active,8.5,YYYY-03-DD 21:03:SS,YYYY-13-DD 04:13:SS
PYZA44601087507645,1153,Money market account,829113,Active,6.72,YYYY-36-DD 16:36:SS,YYYY-27-DD 12:27:SS
ZLKY15205046112830,1126,Savings account,2852670,Active,6.43,YYYY-26-DD 18:26:SS,YYYY-14-DD 18:14:SS
LQMY39861840169143,2263,Certificate of deposit (CD),480646,Active,7.36,YYYY-44-DD 00:44:SS,YYYY-02-DD 01:02:SS
LMZE15978474786488,1678,Certificate of deposit (CD),2700945,Frozen,5.7,YYYY-01-DD 08:01:SS,YYYY-19-DD 09:19:SS
ZHPY63677501264964,1944,Money market account,1352336,Frozen,9.31,YYYY-26-DD 07:26:SS,YYYY-29-DD 23:29:SS
FYMR17913834682072,1665,Money market account,2895009,Closed,6.26,YYYY-58-DD 20:58:SS,YYYY-19-DD 01:19:SS
YGPI81420393109105,2490,Money market account,1667039,Closed,8.19,YYYY-16-DD 10:16:SS,YYYY-00-DD 10:00:SS
NYUU70387909101653,2129,Money market account,454108,Frozen,8.62,YYYY-37-DD 00:37:SS,YYYY-08-DD 09:08:SS
RELL50381143626409,1638,Certificate of deposit (CD),3885045,Active,9.22,YYYY-57-DD 01:57:SS,YYYY-47-DD 01:47:SS
QMQF87451800177496,1320,Money market account,4394542,Active,5.22,YYYY-48-DD 11:48:SS,YYYY-10-DD 05:10:SS
IUES07610710820787,1253,Checking account,4613943,Closed,8.77,YYYY-29-DD 14:29:SS,YYYY-22-DD 11:22:SS
XYRI56293079042741,1585,Brokerage account,1605765,Frozen,9.43,YYYY-03-DD 00:03:SS,YYYY-51-DD 02:51:SS
UJBJ75250595030262,1631,Brokerage account,2186786,Frozen,5.27,YYYY-16-DD 09:16:SS,YYYY-56-DD 03:56:SS
QDPG87926688411980,2073,Individual retirement arrangement (IRA),2022218,Closed,8.41,YYYY-06-DD 06:06:SS,YYYY-42-DD 12:42:SS
XIYK36222909795758,1464,Individual retirement arrangement (IRA),1905562,Closed,9.79,YYYY-00-DD 16:00:SS,YYYY-51-DD 21:51:SS
PLIJ27898306424325,1742,Brokerage account,1530782,Frozen,8.26,YYYY-08-DD 09:08:SS,YYYY-35-DD 11:35:SS
RXKC04298745758606,2242,Certificate of deposit (CD),550623,Active,9.4,YYYY-27-DD 20:27:SS,YYYY-57-DD 20:57:SS
ZJQP53641467845980,1030,Checking account,4362371,Frozen,7.72,YYYY-43-DD 11:43:SS,YYYY-41-DD 21:41:SS
GBUR92458460273706,2258,Certificate of deposit (CD),4257313,Active,7.94,YYYY-59-DD 13:59:SS,YYYY-55-DD 02:55:SS
NGON42129540008775,1164,Individual retirement arrangement (IRA),3550439,Closed,5.52,YYYY-23-DD 08:23:SS,YYYY-02-DD 07:02:SS
GWHC17930049684255,1376,Money market account,4212496,Frozen,9.85,YYYY-10-DD 11:10:SS,YYYY-49-DD 06:49:SS
ESJJ88453824473349,1538,Savings account,993231,Closed,5.81,YYYY-01-DD 17:01:SS,YYYY-01-DD 17:01:SS
MIFL98460424083008,1176,Brokerage account,3825782,Frozen,6.7,YYYY-13-DD 07:13:SS,YYYY-38-DD 06:38:SS
YCLK04729278718081,1800,Brokerage account,3388842,Active,8.5,YYYY-37-DD 00:37:SS,YYYY-35-DD 15:35:SS
UKUU06125744449473,1963,Money market account,2939914,Frozen,9.73,YYYY-33-DD 16:33:SS,YYYY-05-DD 13:05:SS
AFKR02181444444604,1939,Money market account,1249679,Closed,6.93,YYYY-35-DD 20:35:SS,YYYY-18-DD 22:18:SS
TZPK28890681549546,2366,Savings account,1638627,Active,8.39,YYYY-06-DD 19:06:SS,YYYY-44-DD 03:44:SS
RQGJ08208640599211,1387,Money market account,2574573,Frozen,8.95,YYYY-20-DD 08:20:SS,YYYY-06-DD 02:06:SS
LTBX16941107872510,1319,Individual retirement arrangement (IRA),3336595,Active,6.36,YYYY-19-DD 15:19:SS,YYYY-44-DD 05:44:SS
KPOQ77542097078937,1906,Money market account,3788994,Closed,8.98,YYYY-18-DD 15:18:SS,YYYY-11-DD 05:11:SS
ILAY46352343461195,2252,Brokerage account,225711,Frozen,8.67,YYYY-11-DD 08:11:SS,YYYY-18-DD 16:18:SS
DOJL35903278234000,1204,Savings account,277537,Closed,7.84,YYYY-21-DD 06:21:SS,YYYY-47-DD 23:47:SS
RCYX82823044813876,1532,Savings account,1255568,Active,5.35,YYYY-19-DD 10:19:SS,YYYY-40-DD 02:40:SS
ZEXX46947804817141,1837,Certificate of deposit (CD),4600519,Frozen,8.74,YYYY-52-DD 23:52:SS,YYYY-14-DD 17:14:SS
WZKK78929032740808,1042,Money market account,1663730,Closed,8.3,YYYY-26-DD 11:26:SS,YYYY-23-DD 15:23:SS
YVSB60675470717301,2057,Individual retirement arrangement (IRA),3553955,Frozen,5.2,YYYY-44-DD 07:44:SS,YYYY-09-DD 04:09:SS
JAVZ18789160419862,1218,Brokerage account,4456748,Frozen,6.65,YYYY-11-DD 12:11:SS,YYYY-00-DD 17:00:SS
GJRL55501656943037,1732,Money market account,4495097,Closed,9.65,YYYY-22-DD 09:22:SS,YYYY-42-DD 23:42:SS
WJTR29237126136302,2314,Checking account,788715,Frozen,7.42,YYYY-46-DD 17:46:SS,YYYY-46-DD 14:46:SS
QZQT11245429300671,2380,Brokerage account,2279087,Frozen,7.67,YYYY-01-DD 05:01:SS,YYYY-17-DD 15:17:SS
QFCK12811228280338,2366,Certificate of deposit (CD),2224459,Active,6.87,YYYY-50-DD 16:50:SS,YYYY-33-DD 06:33:SS
OPBB37950733673783,2250,Brokerage account,1506333,Closed,5.97,YYYY-17-DD 08:17:SS,YYYY-47-DD 05:47:SS
BQSR24376808177400,2131,Brokerage account,4072942,Closed,7.54,YYYY-29-DD 15:29:SS,YYYY-58-DD 20:58:SS
YIVH33785385295736,2137,Individual retirement arrangement (IRA),285112,Frozen,8.17,YYYY-10-DD 02:10:SS,YYYY-49-DD 22:49:SS
VTSN48376766303819,1196,Money market account,1327116,Frozen,7.75,YYYY-57-DD 03:57:SS,YYYY-23-DD 00:23:SS
EBEI97754976048603,1632,Brokerage account,1513391,Frozen,9.87,YYYY-10-DD 13:10:SS,YYYY-55-DD 14:55:SS
ZRYG50314708165919,1574,Certificate of deposit (CD),487974,Closed,5.72,YYYY-05-DD 05:05:SS,YYYY-44-DD 02:44:SS
YSMY15722534115351,2214,Certificate of deposit (CD),4922176,Frozen,9.22,YYYY-41-DD 14:41:SS,YYYY-38-DD 18:38:SS
UATN42462347947265,1956,Savings account,2680957,Closed,9.71,YYYY-44-DD 16:44:SS,YYYY-42-DD 02:42:SS
BMYG62747759377142,1149,Money market account,4642367,Closed,9.75,YYYY-06-DD 20:06:SS,YYYY-14-DD 18:14:SS
KEHH05172167103804,2366,Brokerage account,1937043,Closed,6.49,YYYY-31-DD 20:31:SS,YYYY-31-DD 07:31:SS
ANKI17099889112304,1205,Checking account,1504303,Frozen,8.14,YYYY-58-DD 22:58:SS,YYYY-31-DD 09:31:SS
WHAC78987885229881,2261,Checking account,1547348,Frozen,6.58,YYYY-25-DD 22:25:SS,YYYY-18-DD 11:18:SS
LXTX82886060731653,1567,Checking account,3737165,Closed,5.3,YYYY-47-DD 14:47:SS,YYYY-31-DD 05:31:SS
CTMA79487306731283,2373,Checking account,419048,Frozen,8.5,YYYY-29-DD 20:29:SS,YYYY-19-DD 09:19:SS
KDIV24961512138825,1020,Brokerage account,4538446,Frozen,5.7,YYYY-18-DD 03:18:SS,YYYY-00-DD 08:00:SS
ZPZJ50565135124391,1297,Certificate of deposit (CD),2982907,Frozen,9.58,YYYY-06-DD 14:06:SS,YYYY-15-DD 05:15:SS
FUXS53169468025912,1614,Individual retirement arrangement (IRA),3889551,Frozen,7.59,YYYY-30-DD 15:30:SS,YYYY-00-DD 22:00:SS
PUIY74684381765089,2018,Savings account,4612992,Frozen,6.71,YYYY-50-DD 05:50:SS,YYYY-32-DD 03:32:SS
YMVS62162407625984,1037,Individual retirement arrangement (IRA),2977866,Closed,9.37,YYYY-22-DD 00:22:SS,YYYY-50-DD 22:50:SS
XJUY98078508752231,1461,Checking account,2750306,Closed,8.4,YYYY-58-DD 08:58:SS,YYYY-09-DD 15:09:SS
AUKT05660889673940,2489,Checking account,3139446,Frozen,5.65,YYYY-11-DD 05:11:SS,YYYY-16-DD 12:16:SS
AWAO39974229672183,2313,Individual retirement arrangement (IRA),2690029,Closed,5.98,YYYY-40-DD 02:40:SS,YYYY-01-DD 13:01:SS
WTWW39264933892559,2453,Certificate of deposit (CD),1708920,Active,5.76,YYYY-22-DD 03:22:SS,YYYY-00-DD 04:00:SS
HFKW37855619015380,1651,Savings account,4280093,Active,9.82,YYYY-02-DD 15:02:SS,YYYY-38-DD 12:38:SS
HZIS67783277565266,1608,Money market account,2756879,Closed,7.26,YYYY-02-DD 16:02:SS,YYYY-41-DD 21:41:SS
IBFM60242498334226,2013,Brokerage account,836922,Frozen,8.79,YYYY-45-DD 03:45:SS,YYYY-27-DD 23:27:SS
INMT25972032987176,1754,Savings account,4489083,Frozen,9.41,YYYY-43-DD 18:43:SS,YYYY-17-DD 19:17:SS
UPCR16051430536307,1346,Certificate of deposit (CD),4737758,Frozen,9.3,YYYY-02-DD 11:02:SS,YYYY-20-DD 00:20:SS
NMPN45663939361263,1634,Money market account,133794,Frozen,5.43,YYYY-43-DD 12:43:SS,YYYY-01-DD 07:01:SS
GTDP39210014005941,1509,Brokerage account,2863290,Frozen,6.14,YYYY-16-DD 07:16:SS,YYYY-47-DD 05:47:SS
ODCF54659917957126,1411,Certificate of deposit (CD),2510036,Active,6.76,YYYY-21-DD 01:21:SS,YYYY-01-DD 08:01:SS
VJKR07637159876881,1527,Money market account,2195554,Active,9.8,YYYY-43-DD 21:43:SS,YYYY-32-DD 10:32:SS
MWCA19469358164194,1050,Brokerage account,3748437,Closed,8.93,YYYY-04-DD 14:04:SS,YYYY-02-DD 13:02:SS
XZGB02720169881460,2064,Savings account,4092260,Closed,7.21,YYYY-28-DD 06:28:SS,YYYY-09-DD 13:09:SS
TCKJ20967487758199,2387,Certificate of deposit (CD),2666894,Active,9.68,YYYY-58-DD 15:58:SS,YYYY-45-DD 12:45:SS
FXUO00958110278502,1881,Checking account,4265748,Active,8.94,YYYY-18-DD 12:18:SS,YYYY-58-DD 21:58:SS
PMDN10419741792201,1294,Certificate of deposit (CD),4370364,Frozen,8.34,YYYY-39-DD 00:39:SS,YYYY-44-DD 01:44:SS
PIGX64692965509634,2396,Certificate of deposit (CD),3668876,Active,7.15,YYYY-20-DD 19:20:SS,YYYY-28-DD 04:28:SS
TVEZ37521260835371,2362,Checking account,1608517,Closed,9.49,YYYY-45-DD 05:45:SS,YYYY-32-DD 16:32:SS
EQHC92040900117126,1229,Savings account,3679188,Frozen,5.54,YYYY-43-DD 11:43:SS,YYYY-50-DD 21:50:SS
CFZY51422363536363,2226,Checking account,4717751,Frozen,7.33,YYYY-14-DD 15:14:SS,YYYY-21-DD 01:21:SS
RCUY90223534549775,1858,Money market account,1061508,Frozen,7.48,YYYY-33-DD 04:33:SS,YYYY-02-DD 11:02:SS
OGOR52094748875616,2410,Individual retirement arrangement (IRA),3350254,Active,6.33,YYYY-11-DD 06:11:SS,YYYY-01-DD 23:01:SS
KHLM18338799158466,1884,Certificate of deposit (CD),401855,Frozen,8.31,YYYY-30-DD 00:30:SS,YYYY-39-DD 08:39:SS
KTBD64518267004019,2296,Brokerage account,1214160,Closed,6.72,YYYY-01-DD 13:01:SS,YYYY-01-DD 21:01:SS
KBVH77997292480246,1628,Certificate of deposit (CD),152760,Active,8.18,YYYY-23-DD 12:23:SS,YYYY-29-DD 16:29:SS
YOXV37589453630446,1572,Individual retirement arrangement (IRA),458439,Active,8.41,YYYY-31-DD 21:31:SS,YYYY-56-DD 11:56:SS
DVKA88676073494529,1071,Money market account,4280260,Frozen,5.33,YYYY-59-DD 23:59:SS,YYYY-33-DD 02:33:SS
LZVB60236705135166,1962,Certificate of deposit (CD),4097290,Active,9.52,YYYY-52-DD 09:52:SS,YYYY-26-DD 01:26:SS
OVIJ25785740498314,1995,Savings account,219800,Active,8.72,YYYY-00-DD 04:00:SS,YYYY-00-DD 04:00:SS
FAXM23771878138524,1355,Individual retirement arrangement (IRA),834360,Closed,6.27,YYYY-23-DD 18:23:SS,YYYY-01-DD 18:01:SS
YFYD00719493920321,1497,Savings account,3652773,Closed,9.89,YYYY-54-DD 19:54:SS,YYYY-16-DD 12:16:SS
VKEH24690828612043,1119,Savings account,1173701,Active,9.54,YYYY-53-DD 01:53:SS,YYYY-12-DD 19:12:SS
IYWW17132989925225,2496,Savings account,2132253,Frozen,6.13,YYYY-58-DD 11:58:SS,YYYY-54-DD 02:54:SS
OOYJ07131475285516,1909,Certificate of deposit (CD),1766075,Closed,7.3,YYYY-05-DD 03:05:SS,YYYY-37-DD 05:37:SS
ELUD98147113083048,2079,Checking account,3032460,Active,5.17,YYYY-21-DD 16:21:SS,YYYY-51-DD 19:51:SS
YMCN36931697891273,1814,Money market account,852133,Frozen,6.41,YYYY-21-DD 10:21:SS,YYYY-44-DD 14:44:SS
LRVH65921229539098,2042,Checking account,617012,Closed,9.29,YYYY-22-DD 03:22:SS,YYYY-04-DD 01:04:SS
IVKJ94492911032468,2070,Individual retirement arrangement (IRA),4605301,Closed,6.98,YYYY-57-DD 20:57:SS,YYYY-10-DD 03:10:SS
PEGZ61417376758877,1855,Certificate of deposit (CD),3810388,Frozen,5.42,YYYY-45-DD 06:45:SS,YYYY-28-DD 03:28:SS
GWNO43039802402903,1970,Checking account,4315421,Active,6.44,YYYY-25-DD 05:25:SS,YYYY-46-DD 16:46:SS
