INVESTMENTACCOUNTID,CUSTOMERID,ACCOUNTTYPE,INVESTMENTSTATUS,INVESTMENTSTARTDATE,INVESTMENTENDDATE,RETURNS,INVESTMENTPORTFOLIO
OQDE32082752782705,1869,Mutual Funds,Active,YYYY-30-DD 00:30:SS,YYYY-01-DD 13:01:SS,18.33,95104966
FION22515353092517,2437,Stocks,Closed,YYYY-12-DD 13:12:SS,YYYY-58-DD 22:58:SS,6.34,91719911
BJFU65823775409102,1750,Fixed Deposits,Active,YYYY-13-DD 04:13:SS,YYYY-45-DD 22:45:SS,18.96,89243589
JGRE59230384080515,1803,Stocks,Closed,YYYY-37-DD 14:37:SS,YYYY-03-DD 08:03:SS,17.2,73407010
UNZG19372897702952,1516,Mutual Funds,Closed,YYYY-55-DD 00:55:SS,YYYY-55-DD 00:55:SS,18.81,12995585
HXYJ24946994911275,2310,Mutual Funds,Closed,YYYY-03-DD 18:03:SS,YYYY-40-DD 22:40:SS,15.2,20515775
NPFB73777791138168,1082,Mutual Funds,Closed,YYYY-45-DD 00:45:SS,YYYY-29-DD 12:29:SS,8.81,93071604
UIGJ47462323908078,2271,Fixed Deposits,Active,YYYY-15-DD 07:15:SS,YYYY-02-DD 19:02:SS,10.49,94224672
GJOU45393775058985,1052,Fixed Deposits,Closed,YYYY-39-DD 01:39:SS,YYYY-17-DD 13:17:SS,19.26,47908222
QXRZ26829273510630,1289,Mutual Funds,Active,YYYY-57-DD 10:57:SS,YYYY-33-DD 15:33:SS,17.16,07249464
XTDE14445910277208,1611,Mutual Funds,Active,YYYY-00-DD 23:00:SS,YYYY-46-DD 11:46:SS,6.27,54312302
QEJE87599488976144,1325,Mutual Funds,Closed,YYYY-07-DD 03:07:SS,YYYY-07-DD 03:07:SS,17.48,95740911
CNHV63958854073157,1687,Mutual Funds,Closed,YYYY-02-DD 02:02:SS,YYYY-27-DD 05:27:SS,19.29,49711691
QFUM11941776024583,1040,Mutual Funds,Closed,YYYY-32-DD 13:32:SS,YYYY-57-DD 11:57:SS,7.1,82601584
OLKI10905640302547,1079,Stocks,Active,YYYY-15-DD 03:15:SS,YYYY-21-DD 17:21:SS,15.62,31815253
HFFJ87650584079971,1799,Fixed Deposits,Active,YYYY-02-DD 04:02:SS,YYYY-02-DD 04:02:SS,7.81,11866619
TXKM53201463223004,1721,Mutual Funds,Active,YYYY-28-DD 01:28:SS,YYYY-51-DD 11:51:SS,14.95,70178463
SWOX34309038234572,2475,Mutual Funds,Closed,YYYY-20-DD 17:20:SS,YYYY-20-DD 17:20:SS,6.82,26970202
FKHR74868911964395,2080,Stocks,Active,YYYY-58-DD 11:58:SS,YYYY-21-DD 13:21:SS,6.19,15655028
SRGB95424209958770,1079,Fixed Deposits,Active,YYYY-58-DD 22:58:SS,YYYY-58-DD 22:58:SS,18.4,46099389
MFYU72790257987750,1713,Mutual Funds,Closed,YYYY-49-DD 11:49:SS,YYYY-31-DD 00:31:SS,18.4,91384850
APSZ47251228575188,1306,Stocks,Active,YYYY-38-DD 21:38:SS,YYYY-08-DD 06:08:SS,7.57,19509891
ZEAT76113248600247,1481,Fixed Deposits,Closed,YYYY-21-DD 12:21:SS,YYYY-49-DD 07:49:SS,14.91,65586136
AATL56921559480456,2396,Mutual Funds,Closed,YYYY-29-DD 23:29:SS,YYYY-53-DD 08:53:SS,17.31,90941221
AVRW60136482723349,1311,Stocks,Active,YYYY-27-DD 13:27:SS,YYYY-51-DD 15:51:SS,6.27,37266912
FOGJ89695148277989,2497,Stocks,Active,YYYY-19-DD 09:19:SS,YYYY-27-DD 08:27:SS,19.31,09463974
BBXT59059406905626,1355,Fixed Deposits,Closed,YYYY-04-DD 16:04:SS,YYYY-25-DD 20:25:SS,9.76,73847670
XHRH52483252308622,1826,Mutual Funds,Closed,YYYY-32-DD 18:32:SS,YYYY-32-DD 18:32:SS,11.66,14157707
TGHV55232814509508,1767,Fixed Deposits,Closed,YYYY-26-DD 06:26:SS,YYYY-21-DD 05:21:SS,19.25,06699109
HZCB38076384082586,1367,Stocks,Active,YYYY-40-DD 13:40:SS,YYYY-14-DD 21:14:SS,10.93,72184028
KPDS99190150764323,1225,Mutual Funds,Active,YYYY-32-DD 18:32:SS,YYYY-12-DD 11:12:SS,13.93,28637059
WGDO98435346232417,1468,Mutual Funds,Closed,YYYY-51-DD 06:51:SS,YYYY-52-DD 04:52:SS,16.57,72876961
CHUC47340159533321,1880,Stocks,Active,YYYY-59-DD 14:59:SS,YYYY-11-DD 00:11:SS,9.29,19473215
KWON24570272666032,1083,Fixed Deposits,Closed,YYYY-20-DD 14:20:SS,YYYY-10-DD 22:10:SS,13.2,87507089
OYRC02206649602111,1402,Fixed Deposits,Closed,YYYY-20-DD 14:20:SS,YYYY-20-DD 14:20:SS,7.76,17085564
ROLG68810352018385,2075,Stocks,Closed,YYYY-43-DD 12:43:SS,YYYY-43-DD 12:43:SS,6.87,54940888
JPSC65570965999188,1805,Stocks,Closed,YYYY-26-DD 23:26:SS,YYYY-38-DD 12:38:SS,12.56,13658205
KUEK16263817252913,1425,Stocks,Closed,YYYY-01-DD 21:01:SS,YYYY-03-DD 22:03:SS,13.68,74510306
RFQZ96846443382029,1433,Mutual Funds,Closed,YYYY-32-DD 23:32:SS,YYYY-32-DD 23:32:SS,9.7,79091336
DZNP52517342711509,1149,Fixed Deposits,Closed,YYYY-03-DD 02:03:SS,YYYY-05-DD 17:05:SS,8.83,36899333
BGZO68557813539745,1099,Mutual Funds,Active,YYYY-02-DD 20:02:SS,YYYY-02-DD 20:02:SS,18.59,22671615
BNXL51563385245432,2432,Mutual Funds,Active,YYYY-06-DD 11:06:SS,YYYY-05-DD 17:05:SS,7.3,84378910
LADL04715204865584,1144,Mutual Funds,Closed,YYYY-51-DD 14:51:SS,YYYY-07-DD 12:07:SS,19.8,77057464
XKYJ34453106663540,1141,Fixed Deposits,Closed,YYYY-10-DD 10:10:SS,YYYY-10-DD 10:10:SS,15.9,70617108
MLDJ75847253804720,2327,Mutual Funds,Active,YYYY-24-DD 17:24:SS,YYYY-24-DD 17:24:SS,13.63,53994035
MAKE80134288649969,1619,Mutual Funds,Active,YYYY-29-DD 11:29:SS,YYYY-14-DD 20:14:SS,6.34,55947190
CLPV28368363217484,1542,Stocks,Active,YYYY-21-DD 13:21:SS,YYYY-40-DD 14:40:SS,10.2,66735243
VXWK51620205779873,1701,Fixed Deposits,Active,YYYY-18-DD 08:18:SS,YYYY-18-DD 08:18:SS,13.97,06261955
YAMR05358349654403,1794,Mutual Funds,Closed,YYYY-51-DD 06:51:SS,YYYY-13-DD 12:13:SS,11.54,65558430
AQZD43682287299422,1138,Stocks,Closed,YYYY-40-DD 16:40:SS,YYYY-49-DD 23:49:SS,15.4,88204673
SEXI48304422554251,1005,Mutual Funds,Closed,YYYY-07-DD 00:07:SS,YYYY-07-DD 00:07:SS,6.3,66130321
PWVC77943875073703,1131,Fixed Deposits,Closed,YYYY-08-DD 01:08:SS,YYYY-08-DD 01:08:SS,16.25,27113165
PTMU54909717444576,1287,Fixed Deposits,Active,YYYY-58-DD 21:58:SS,YYYY-07-DD 17:07:SS,15.2,52223600
ZSCL00515407665863,1793,Fixed Deposits,Closed,YYYY-24-DD 12:24:SS,YYYY-32-DD 20:32:SS,6.3,48710046
LRDI37518249824411,1336,Fixed Deposits,Closed,YYYY-34-DD 19:34:SS,YYYY-02-DD 04:02:SS,5.82,03539743
ROEI51581055652880,1597,Stocks,Closed,YYYY-00-DD 08:00:SS,YYYY-01-DD 07:01:SS,8.79,67065806
YIGO87202692086108,1790,Fixed Deposits,Closed,YYYY-57-DD 21:57:SS,YYYY-40-DD 06:40:SS,9.58,07224911
ZEEL26937552788313,1823,Fixed Deposits,Closed,YYYY-17-DD 23:17:SS,YYYY-26-DD 14:26:SS,13.71,20133580
TZUA97720526573156,1818,Fixed Deposits,Closed,YYYY-55-DD 09:55:SS,YYYY-18-DD 01:18:SS,6.2,96226339
XMWV70809052111813,2131,Stocks,Closed,YYYY-28-DD 21:28:SS,YYYY-19-DD 08:19:SS,6.98,43101665
QXZJ34200264597812,1972,Mutual Funds,Closed,YYYY-58-DD 21:58:SS,YYYY-01-DD 20:01:SS,8.71,23557796
CHHW40198647110572,2173,Mutual Funds,Active,YYYY-58-DD 11:58:SS,YYYY-45-DD 01:45:SS,10.46,58953181
QNDH92107478432837,1565,Fixed Deposits,Closed,YYYY-34-DD 01:34:SS,YYYY-23-DD 15:23:SS,12.8,84276704
OOKV42694479160016,1668,Mutual Funds,Closed,YYYY-56-DD 22:56:SS,YYYY-52-DD 20:52:SS,7.53,44126223
VWMI89518425235510,1066,Stocks,Closed,YYYY-03-DD 20:03:SS,YYYY-46-DD 04:46:SS,12.24,93499187
KKNW47349160733083,1412,Mutual Funds,Active,YYYY-02-DD 16:02:SS,YYYY-02-DD 16:02:SS,11.91,61899612
BCXM48264625797117,1314,Stocks,Closed,YYYY-31-DD 22:31:SS,YYYY-54-DD 19:54:SS,10.6,39045089
OSIM43183454334239,2418,Stocks,Closed,YYYY-57-DD 06:57:SS,YYYY-02-DD 16:02:SS,6.55,64566405
WDBT61114518149963,2166,Fixed Deposits,Active,YYYY-31-DD 20:31:SS,YYYY-51-DD 15:51:SS,7.15,46944214
LHDJ09303062102728,1189,Mutual Funds,Active,YYYY-40-DD 11:40:SS,YYYY-21-DD 23:21:SS,15.59,37114800
QXLZ12985124368285,2119,Stocks,Active,YYYY-12-DD 05:12:SS,YYYY-12-DD 05:12:SS,7.34,60091871
KDVC15435404909634,1584,Mutual Funds,Active,YYYY-30-DD 09:30:SS,YYYY-43-DD 04:43:SS,7.71,90754685
AZFR41994328769458,2432,Stocks,Active,YYYY-33-DD 03:33:SS,YYYY-09-DD 17:09:SS,10.89,63048506
SOWO33350834732945,1330,Stocks,Active,YYYY-15-DD 01:15:SS,YYYY-23-DD 17:23:SS,16.18,03804186
TUVT68551836314388,2463,Stocks,Active,YYYY-26-DD 15:26:SS,YYYY-28-DD 02:28:SS,13.75,30251250
YGNV75392360029901,1043,Stocks,Active,YYYY-41-DD 11:41:SS,YYYY-53-DD 07:53:SS,17.42,47304253
TFIR61739323295702,2449,Mutual Funds,Closed,YYYY-22-DD 21:22:SS,YYYY-46-DD 08:46:SS,10.38,27971451
OIWU47619906629480,2351,Stocks,Active,YYYY-12-DD 22:12:SS,YYYY-38-DD 13:38:SS,17.78,82015480
EGOF86643391160426,1098,Fixed Deposits,Closed,YYYY-30-DD 01:30:SS,YYYY-01-DD 10:01:SS,8.6,17595032
CVYI82191634856195,1337,Stocks,Closed,YYYY-15-DD 22:15:SS,YYYY-24-DD 09:24:SS,11.11,65509838
YUPS51211371706671,1862,Mutual Funds,Closed,YYYY-23-DD 03:23:SS,YYYY-23-DD 03:23:SS,19.66,95362502
HAEC35563974699664,1028,Stocks,Closed,YYYY-11-DD 07:11:SS,YYYY-09-DD 00:09:SS,14.8,65045190
UMYO03418032606292,1367,Mutual Funds,Closed,YYYY-18-DD 12:18:SS,YYYY-18-DD 12:18:SS,11.55,20092337
NIHT10671117717358,1893,Stocks,Active,YYYY-08-DD 11:08:SS,YYYY-08-DD 11:08:SS,7.2,23446205
AZUM50117193826964,2458,Mutual Funds,Closed,YYYY-10-DD 18:10:SS,YYYY-45-DD 15:45:SS,6.38,77920256
VTDO85568327002958,2338,Mutual Funds,Closed,YYYY-20-DD 14:20:SS,YYYY-23-DD 03:23:SS,19.64,82834623
FYWH13047955886613,1576,Stocks,Active,YYYY-18-DD 04:18:SS,YYYY-18-DD 01:18:SS,6.49,05262229
SZHA78061566723780,2050,Mutual Funds,Closed,YYYY-47-DD 06:47:SS,YYYY-47-DD 06:47:SS,16.43,78952218
FAAG67635575451628,1029,Fixed Deposits,Active,YYYY-20-DD 18:20:SS,YYYY-20-DD 18:20:SS,6.1,48661546
FRGJ40231056988083,2354,Stocks,Closed,YYYY-37-DD 07:37:SS,YYYY-44-DD 20:44:SS,6.49,60231055
YWNY16183952109762,1792,Stocks,Closed,YYYY-04-DD 00:04:SS,YYYY-04-DD 00:04:SS,18.84,15142788
HPRR16438526024169,1738,Stocks,Closed,YYYY-06-DD 00:06:SS,YYYY-06-DD 00:06:SS,10.86,10170366
HOOF89124961556412,1747,Fixed Deposits,Closed,YYYY-21-DD 21:21:SS,YYYY-53-DD 20:53:SS,12.38,52186677
QRZG42144272594806,1186,Mutual Funds,Closed,YYYY-16-DD 07:16:SS,YYYY-17-DD 07:17:SS,10.34,68261603
GPGA72039097407095,1012,Mutual Funds,Active,YYYY-09-DD 00:09:SS,YYYY-46-DD 09:46:SS,10.93,98494163
OLBR70893549541602,2267,Fixed Deposits,Closed,YYYY-45-DD 07:45:SS,YYYY-28-DD 15:28:SS,11.39,85459120
NNXT13634919205443,1282,Fixed Deposits,Closed,YYYY-09-DD 05:09:SS,YYYY-09-DD 05:09:SS,17.55,46620552
KTOT65207859545602,2457,Mutual Funds,Active,YYYY-03-DD 23:03:SS,YYYY-56-DD 18:56:SS,14.39,57584645
FRPL61629027822009,2447,Mutual Funds,Closed,YYYY-20-DD 10:20:SS,YYYY-12-DD 11:12:SS,15.51,48270823
VFHI71038593508732,2452,Stocks,Active,YYYY-53-DD 09:53:SS,YYYY-42-DD 22:42:SS,5.15,94365450
EJJW81058032653212,2291,Fixed Deposits,Closed,YYYY-16-DD 18:16:SS,YYYY-12-DD 05:12:SS,19.28,56495003
DLUG12026137427031,1772,Mutual Funds,Closed,YYYY-26-DD 20:26:SS,YYYY-28-DD 21:28:SS,5.5,63423082
NVDI90545785990699,1211,Stocks,Closed,YYYY-58-DD 19:58:SS,YYYY-35-DD 14:35:SS,7.52,57281339
FPYC07002341548117,1764,Fixed Deposits,Active,YYYY-53-DD 21:53:SS,YYYY-47-DD 06:47:SS,12.15,45258664
ROGV78762227855974,1285,Mutual Funds,Closed,YYYY-38-DD 08:38:SS,YYYY-05-DD 16:05:SS,15.87,54541740
KGLZ70616023057799,1764,Stocks,Closed,YYYY-59-DD 04:59:SS,YYYY-01-DD 19:01:SS,12.85,25239126
TTEX73715434446529,1953,Fixed Deposits,Closed,YYYY-02-DD 14:02:SS,YYYY-31-DD 17:31:SS,13.85,95766935
DVLL51728742546171,1640,Mutual Funds,Closed,YYYY-22-DD 13:22:SS,YYYY-10-DD 13:10:SS,16.21,01956955
POVH07781126403357,1405,Mutual Funds,Closed,YYYY-14-DD 02:14:SS,YYYY-56-DD 14:56:SS,10.42,77549358
MSBT79471589841341,2211,Stocks,Closed,YYYY-57-DD 00:57:SS,YYYY-08-DD 19:08:SS,17.87,00909624
NRWR68760092349484,1827,Mutual Funds,Closed,YYYY-28-DD 21:28:SS,YYYY-39-DD 22:39:SS,18.94,16198913
DULN54280344823085,2435,Mutual Funds,Closed,YYYY-40-DD 12:40:SS,YYYY-40-DD 12:40:SS,13.43,19520162
ZMSG46514882192902,1246,Stocks,Closed,YYYY-09-DD 13:09:SS,YYYY-02-DD 18:02:SS,11.91,04930761
KJEF45753126785459,1223,Mutual Funds,Active,YYYY-02-DD 12:02:SS,YYYY-58-DD 22:58:SS,18.35,55456074
YYZS36589028400530,2398,Mutual Funds,Active,YYYY-45-DD 14:45:SS,YYYY-06-DD 10:06:SS,13.1,49602883
GSUO10116470602628,1330,Fixed Deposits,Closed,YYYY-05-DD 23:05:SS,YYYY-41-DD 15:41:SS,13.76,63957266
JDVI71117723511727,1346,Stocks,Active,YYYY-43-DD 02:43:SS,YYYY-40-DD 13:40:SS,8.7,96582008
XCCF11624826673171,2402,Fixed Deposits,Active,YYYY-31-DD 15:31:SS,YYYY-01-DD 13:01:SS,10.28,50915286
ZNHX27281115624896,1621,Mutual Funds,Active,YYYY-18-DD 13:18:SS,YYYY-50-DD 18:50:SS,19.52,16961715
OBIT76526109804976,2101,Mutual Funds,Active,YYYY-31-DD 20:31:SS,YYYY-31-DD 21:31:SS,18.4,30995550
ZOIX26952816830074,1210,Stocks,Active,YYYY-03-DD 00:03:SS,YYYY-02-DD 11:02:SS,18.56,39930507
BUCL41274896813975,1187,Stocks,Active,YYYY-03-DD 17:03:SS,YYYY-49-DD 14:49:SS,16.4,42257387
CLRR47030534444458,1609,Stocks,Active,YYYY-35-DD 10:35:SS,YYYY-07-DD 00:07:SS,5.3,67849598
LJQC91008475474742,1439,Mutual Funds,Closed,YYYY-44-DD 05:44:SS,YYYY-55-DD 06:55:SS,13.24,81752645
JXSZ32330190676049,1485,Mutual Funds,Closed,YYYY-51-DD 05:51:SS,YYYY-21-DD 17:21:SS,5.46,94690569
WKWQ45104722976136,2348,Mutual Funds,Active,YYYY-01-DD 03:01:SS,YYYY-31-DD 18:31:SS,16.1,26567280
UUIA80336062143022,2405,Fixed Deposits,Active,YYYY-34-DD 10:34:SS,YYYY-28-DD 01:28:SS,11.57,78181328
YBCZ59873832559290,1913,Mutual Funds,Closed,YYYY-02-DD 09:02:SS,YYYY-02-DD 09:02:SS,18.9,23858183
DQFZ39186443316615,1919,Stocks,Active,YYYY-51-DD 16:51:SS,YYYY-53-DD 20:53:SS,10.83,49339406
UQNF91345974092365,1218,Stocks,Active,YYYY-47-DD 04:47:SS,YYYY-45-DD 20:45:SS,14.18,84557667
WGGL29768771249685,1985,Mutual Funds,Active,YYYY-51-DD 23:51:SS,YYYY-39-DD 22:39:SS,17.9,15070760
XRYL57742726873399,1195,Fixed Deposits,Active,YYYY-48-DD 02:48:SS,YYYY-52-DD 13:52:SS,11.27,21321924
GYOR25318663373968,2243,Fixed Deposits,Active,YYYY-48-DD 12:48:SS,YYYY-57-DD 21:57:SS,17.26,35719083
ZSLW22555920203829,2398,Fixed Deposits,Closed,YYYY-30-DD 15:30:SS,YYYY-14-DD 21:14:SS,17.24,45008658
VGSI67530631599360,2184,Fixed Deposits,Active,YYYY-03-DD 23:03:SS,YYYY-58-DD 18:58:SS,10.34,89066287
MSFM77333910326666,2456,Fixed Deposits,Active,YYYY-49-DD 05:49:SS,YYYY-46-DD 04:46:SS,10.93,86818926
EPSM04497541778219,1998,Fixed Deposits,Active,YYYY-27-DD 06:27:SS,YYYY-09-DD 08:09:SS,13.43,44237042
KVBO72932919908077,1662,Mutual Funds,Closed,YYYY-20-DD 14:20:SS,YYYY-20-DD 14:20:SS,10.64,93449038
KBQB91405622659946,1081,Mutual Funds,Active,YYYY-26-DD 17:26:SS,YYYY-18-DD 14:18:SS,6.21,40641690
VXUA21972799664207,2018,Stocks,Active,YYYY-57-DD 23:57:SS,YYYY-49-DD 09:49:SS,15.54,64841274
LCLA51748397497480,1518,Mutual Funds,Active,YYYY-17-DD 21:17:SS,YYYY-15-DD 20:15:SS,13.28,82760618
FXBL74598134090603,1057,Fixed Deposits,Active,YYYY-38-DD 00:38:SS,YYYY-32-DD 10:32:SS,16.57,06421441
WLOK52859149964891,2012,Mutual Funds,Closed,YYYY-22-DD 06:22:SS,YYYY-33-DD 18:33:SS,12.57,22876492
IZNT51183978727365,2371,Mutual Funds,Closed,YYYY-04-DD 21:04:SS,YYYY-18-DD 07:18:SS,7.89,42586821
YAWO26258768849536,1524,Fixed Deposits,Active,YYYY-11-DD 05:11:SS,YYYY-10-DD 23:10:SS,9.81,95760902
BQEP12379396321424,1932,Mutual Funds,Active,YYYY-57-DD 15:57:SS,YYYY-52-DD 07:52:SS,13.34,84164773
HOCL41129616375956,2477,Mutual Funds,Active,YYYY-45-DD 06:45:SS,YYYY-18-DD 12:18:SS,17.39,85691643
CYOV98346921485240,2467,Fixed Deposits,Closed,YYYY-29-DD 19:29:SS,YYYY-42-DD 21:42:SS,11.53,48230964
HQMX77731805141037,1468,Mutual Funds,Closed,YYYY-59-DD 04:59:SS,YYYY-09-DD 06:09:SS,18.25,67418978
HKJB65415824166303,1288,Mutual Funds,Active,YYYY-20-DD 08:20:SS,YYYY-09-DD 05:09:SS,15.37,40900810
IVCF57897109397144,2041,Stocks,Active,YYYY-14-DD 05:14:SS,YYYY-35-DD 09:35:SS,19.42,09490017
DMIK21753740478462,2181,Fixed Deposits,Active,YYYY-16-DD 07:16:SS,YYYY-43-DD 17:43:SS,19.4,26303772
VLYC58556558407268,1160,Fixed Deposits,Closed,YYYY-38-DD 15:38:SS,YYYY-45-DD 05:45:SS,17.34,82937379
GDTX98624146262957,2107,Fixed Deposits,Active,YYYY-30-DD 22:30:SS,YYYY-13-DD 07:13:SS,16.65,60777836
AJMZ17557852851874,1749,Fixed Deposits,Active,YYYY-34-DD 18:34:SS,YYYY-46-DD 17:46:SS,13.63,10349670
ONPG67336146208447,1828,Stocks,Closed,YYYY-43-DD 13:43:SS,YYYY-02-DD 05:02:SS,7.88,98337804
DLLG07582533760987,1627,Stocks,Closed,YYYY-44-DD 08:44:SS,YYYY-20-DD 20:20:SS,5.86,82851965
OIJD90113019417918,1326,Mutual Funds,Closed,YYYY-35-DD 05:35:SS,YYYY-35-DD 05:35:SS,12.87,39689955
SQTS44216029688138,2352,Mutual Funds,Closed,YYYY-16-DD 02:16:SS,YYYY-16-DD 02:16:SS,11.33,48268950
EHKV55482057767357,1429,Mutual Funds,Closed,YYYY-45-DD 03:45:SS,YYYY-02-DD 15:02:SS,9.24,74310425
HCDN53883892241195,2046,Fixed Deposits,Active,YYYY-04-DD 11:04:SS,YYYY-17-DD 08:17:SS,17.47,22359612
APYL08333668442780,1747,Stocks,Active,YYYY-30-DD 10:30:SS,YYYY-31-DD 16:31:SS,8.71,52548956
SAOQ46079334206896,2194,Stocks,Closed,YYYY-11-DD 10:11:SS,YYYY-20-DD 00:20:SS,19.66,31801232
MNSE64528808126377,2478,Fixed Deposits,Closed,YYYY-16-DD 14:16:SS,YYYY-41-DD 01:41:SS,7.49,62120548
XNMV05880498622489,2196,Fixed Deposits,Active,YYYY-49-DD 23:49:SS,YYYY-05-DD 13:05:SS,7.62,19976945
PCGN77579666762403,1010,Fixed Deposits,Active,YYYY-40-DD 20:40:SS,YYYY-43-DD 09:43:SS,19.16,00356527
EKEG89201882617041,1828,Stocks,Closed,YYYY-56-DD 06:56:SS,YYYY-44-DD 17:44:SS,17.19,29920037
TCRQ94972897417084,2450,Mutual Funds,Closed,YYYY-29-DD 18:29:SS,YYYY-29-DD 18:29:SS,11.24,15953421
BAGU89164615247940,1477,Fixed Deposits,Closed,YYYY-43-DD 12:43:SS,YYYY-19-DD 12:19:SS,12.74,27249178
KAHE53036890989712,2450,Mutual Funds,Active,YYYY-42-DD 08:42:SS,YYYY-37-DD 22:37:SS,8.35,82297916
UJUT98942924385003,1789,Fixed Deposits,Closed,YYYY-37-DD 02:37:SS,YYYY-01-DD 23:01:SS,8.45,32251937
JUDJ59012619616606,1017,Fixed Deposits,Closed,YYYY-20-DD 22:20:SS,YYYY-03-DD 17:03:SS,11.61,52524080
QOFZ44708275999110,1620,Stocks,Closed,YYYY-03-DD 15:03:SS,YYYY-28-DD 16:28:SS,18.3,44903350
WRFL44308262793871,1044,Stocks,Closed,YYYY-03-DD 02:03:SS,YYYY-42-DD 09:42:SS,19.76,51630591
WGZM39492221113474,2196,Mutual Funds,Active,YYYY-21-DD 19:21:SS,YYYY-49-DD 21:49:SS,17.89,39270344
RHYC07550614298355,1001,Mutual Funds,Closed,YYYY-25-DD 07:25:SS,YYYY-16-DD 06:16:SS,10.5,02466828
ZVKB34853459943476,1286,Fixed Deposits,Active,YYYY-15-DD 09:15:SS,YYYY-17-DD 08:17:SS,6.13,49781960
JEPN11942531080108,1287,Mutual Funds,Active,YYYY-59-DD 23:59:SS,YYYY-41-DD 08:41:SS,5.89,22524485
TKHC25677678251142,2057,Stocks,Closed,YYYY-15-DD 23:15:SS,YYYY-15-DD 23:15:SS,11.21,41188002
KTGI74314468502892,2498,Mutual Funds,Closed,YYYY-34-DD 03:34:SS,YYYY-34-DD 03:34:SS,9.33,41204856
CDTE55251979808232,1233,Stocks,Active,YYYY-46-DD 06:46:SS,YYYY-58-DD 15:58:SS,15.43,50217915
AWYJ33846935836100,2391,Fixed Deposits,Active,YYYY-40-DD 04:40:SS,YYYY-35-DD 17:35:SS,16.27,65247365
QTYG16930589586768,1328,Mutual Funds,Active,YYYY-01-DD 05:01:SS,YYYY-00-DD 09:00:SS,13.64,01088069
HLAO86975841314119,2319,Fixed Deposits,Closed,YYYY-21-DD 09:21:SS,YYYY-00-DD 10:00:SS,16.82,92344310
HRDP65189179834782,1834,Fixed Deposits,Active,YYYY-39-DD 08:39:SS,YYYY-49-DD 18:49:SS,5.9,49707878
XIFL99847542816019,2383,Mutual Funds,Active,YYYY-45-DD 07:45:SS,YYYY-43-DD 00:43:SS,14.24,32570960
AZCT52320409261182,1208,Fixed Deposits,Active,YYYY-37-DD 13:37:SS,YYYY-43-DD 06:43:SS,10.22,32533149
XUVM22187477337901,1287,Stocks,Closed,YYYY-24-DD 07:24:SS,YYYY-47-DD 08:47:SS,14.83,20231903
CGDH37092173506796,1800,Fixed Deposits,Active,YYYY-20-DD 09:20:SS,YYYY-32-DD 22:32:SS,10.96,27040607
RPWI12840716784572,1708,Stocks,Closed,YYYY-51-DD 19:51:SS,YYYY-34-DD 13:34:SS,15.61,09156661
JJGU54226590608193,2199,Stocks,Closed,YYYY-08-DD 11:08:SS,YYYY-32-DD 13:32:SS,14.94,05117338
GSZD06014078374106,1751,Fixed Deposits,Active,YYYY-36-DD 02:36:SS,YYYY-24-DD 09:24:SS,19.25,52536441
HDOK23227063824078,2130,Fixed Deposits,Active,YYYY-07-DD 12:07:SS,YYYY-07-DD 12:07:SS,19.36,13105150
ZLFX56508473052188,2149,Fixed Deposits,Active,YYYY-55-DD 23:55:SS,YYYY-20-DD 08:20:SS,9.68,94673289
ZOMB89572117751175,1057,Stocks,Active,YYYY-33-DD 23:33:SS,YYYY-25-DD 10:25:SS,15.59,65373309
PRMQ53105321653997,1631,Stocks,Active,YYYY-31-DD 08:31:SS,YYYY-24-DD 04:24:SS,17.63,18463088
AOFT64243539679652,2338,Mutual Funds,Active,YYYY-33-DD 21:33:SS,YYYY-38-DD 14:38:SS,19.57,55163941
AKGE48405228842027,1856,Fixed Deposits,Closed,YYYY-29-DD 04:29:SS,YYYY-30-DD 11:30:SS,14.28,81291540
AHHG28862042177944,1553,Stocks,Closed,YYYY-29-DD 07:29:SS,YYYY-18-DD 02:18:SS,12.12,37047740
XNFO93898530382443,2129,Mutual Funds,Closed,YYYY-50-DD 11:50:SS,YYYY-50-DD 11:50:SS,18.68,00169295
LIOD84526225241716,1002,Fixed Deposits,Active,YYYY-39-DD 23:39:SS,YYYY-03-DD 16:03:SS,13.9,77797384
POOM75647681255629,1770,Mutual Funds,Closed,YYYY-15-DD 21:15:SS,YYYY-08-DD 05:08:SS,11.35,38770586
JSSI59829170033324,1438,Mutual Funds,Active,YYYY-07-DD 01:07:SS,YYYY-56-DD 12:56:SS,12.13,27850121
MXKV57406854642246,1230,Mutual Funds,Closed,YYYY-30-DD 05:30:SS,YYYY-32-DD 10:32:SS,6.6,03206362
TLCX23577115178523,1300,Fixed Deposits,Closed,YYYY-08-DD 17:08:SS,YYYY-14-DD 04:14:SS,14.25,75947422
CGGV30000350654125,2330,Stocks,Closed,YYYY-07-DD 11:07:SS,YYYY-02-DD 05:02:SS,14.88,78438743
LPNT86483547425398,1081,Fixed Deposits,Active,YYYY-38-DD 02:38:SS,YYYY-43-DD 10:43:SS,16.27,38236174
AVDB57926310423724,2317,Stocks,Active,YYYY-38-DD 04:38:SS,YYYY-06-DD 21:06:SS,7.78,95756417
XFJP23382533686502,2460,Stocks,Active,YYYY-31-DD 08:31:SS,YYYY-29-DD 04:29:SS,14.96,02694177
CWFK27893051679006,1957,Mutual Funds,Closed,YYYY-00-DD 04:00:SS,YYYY-36-DD 19:36:SS,18.65,19493800
